,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中远海能,600026,54,0.15,0.76,0.09,0.52
1,上港集团,600018,77,0.18,0.73,0.09,0.52
2,招商轮船,601872,79,0.18,0.78,0.04,0.545
3,广生堂,300436,69,0.22,0.68,0.1,0.533
4,三钢闽光,2110,49,0.14,0.71,0.14,0.491
5,山东黄金,600547,27,0.26,0.7,0.04,0.574
6,复星医药,600196,82,0.22,0.66,0.12,0.542
