,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,三鑫医疗,300453,52,0.08,0.79,0.13,0.489
1,康泰生物,300601,93,0.18,0.69,0.13,0.531
2,中核钛白,2145,36,0.25,0.72,0.03,0.538
3,三人行,605168,55,0.33,0.62,0.05,0.573
4,长江证券,783,34,0.12,0.79,0.09,0.524
5,龙大肉食,2726,42,0.33,0.64,0.02,0.557
6,恺英网络,2517,50,0.22,0.5,0.28,0.477
