,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中公教育,2607,83,0.2,0.71,0.08,0.546
1,利欧股份,2131,52,0.21,0.71,0.08,0.543
2,聚龙股份,300202,74,0.08,0.77,0.15,0.467
3,京汉股份,615,60,0.1,0.8,0.1,0.503
4,纽威股份,603699,83,0.19,0.69,0.12,0.527
5,新华都,2264,55,0.15,0.75,0.11,0.502
6,长盈精密,300115,63,0.17,0.79,0.03,0.551
