,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,海利生物,603718,79,0.25,0.67,0.08,0.561
1,吉电股份,875,52,0.15,0.79,0.06,0.534
2,东北制药,597,43,0.09,0.79,0.12,0.481
3,湖北广电,665,62,0.13,0.76,0.11,0.495
4,华林证券,2945,33,0.18,0.79,0.03,0.546
5,金新农,2548,71,0.1,0.76,0.14,0.473
6,雅戈尔,600177,63,0.05,0.81,0.14,0.457
