,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,科华生物,2022,63,0.27,0.67,0.06,0.556
1,深物业A,11,49,0.18,0.78,0.04,0.533
2,四维图新,2405,75,0.17,0.8,0.03,0.548
3,云海金属,2182,83,0.25,0.72,0.02,0.564
4,威唐工业,300707,53,0.17,0.66,0.17,0.504
5,恒力石化,600346,51,0.12,0.61,0.27,0.439
6,佛慈制药,2644,37,0.08,0.81,0.11,0.492
