,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,寒锐钴业,300618,82,0.11,0.79,0.1,0.508
1,沪电股份,2463,53,0.19,0.77,0.04,0.531
2,口子窖,603589,41,0.15,0.59,0.27,0.461
3,合康新能,300048,103,0.16,0.77,0.08,0.533
4,ST宜化,422,82,0.24,0.72,0.04,0.561
5,健友股份,603707,65,0.22,0.68,0.11,0.524
6,三安光电,600703,66,0.32,0.56,0.12,0.549
