,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,美凯龙,601828,71,0.25,0.63,0.11,0.56
1,福田汽车,600166,28,0.11,0.68,0.21,0.452
2,西藏矿业,762,64,0.23,0.72,0.05,0.554
3,傲农生物,603363,56,0.23,0.68,0.09,0.53
4,豫园股份,600655,78,0.28,0.65,0.06,0.573
5,欧菲光,2456,88,0.14,0.75,0.11,0.517
6,彤程新材,603650,45,0.2,0.76,0.04,0.545
