,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,量子生物,300149,27,0.15,0.81,0.04,0.541
1,世联行,2285,90,0.2,0.67,0.13,0.517
2,福莱特,601865,48,0.19,0.75,0.06,0.525
3,华光环能,600475,63,0.16,0.7,0.14,0.5
4,森霸传感,300701,71,0.14,0.77,0.08,0.542
5,依米康,300249,65,0.17,0.8,0.03,0.561
6,新泉股份,603179,65,0.15,0.77,0.08,0.539
