,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中新药业,600329,74,0.14,0.72,0.15,0.503
1,安图生物,603658,37,0.3,0.68,0.03,0.582
2,迪瑞医疗,300396,56,0.14,0.7,0.16,0.492
3,西藏药业,600211,77,0.25,0.64,0.12,0.539
4,沃森生物,300142,94,0.18,0.73,0.09,0.529
5,上海天洋,603330,76,0.18,0.74,0.08,0.538
6,太极实业,600667,62,0.13,0.76,0.11,0.511
