,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,汉邦高科,300449,73,0.12,0.81,0.07,0.515
1,步步高,2251,78,0.12,0.78,0.1,0.517
2,创元科技,551,50,0.18,0.7,0.12,0.492
3,迈得医疗,688310,40,0.2,0.72,0.07,0.545
4,瑞玛工业,2976,77,0.17,0.68,0.16,0.525
5,南方轴承,2553,55,0.13,0.76,0.11,0.505
6,天合光能,688599,56,0.12,0.8,0.07,0.511
