,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,信维通信,300136,50,0.14,0.7,0.16,0.519
1,天邦股份,2124,45,0.22,0.67,0.11,0.532
2,江铃汽车,550,39,0.15,0.72,0.13,0.519
3,中联重科,157,78,0.28,0.64,0.08,0.565
4,新黄浦,600638,83,0.24,0.67,0.08,0.565
5,恒润股份,603985,62,0.13,0.84,0.03,0.537
6,赛诺医疗,688108,63,0.27,0.7,0.03,0.58
