,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,蓝光发展,600466,46,0.22,0.61,0.17,0.505
1,四维图新,2405,70,0.26,0.66,0.09,0.538
2,东港股份,2117,52,0.12,0.83,0.06,0.506
3,游族网络,2174,92,0.2,0.7,0.11,0.524
4,博瑞医药,688166,88,0.23,0.69,0.08,0.539
5,新和成,2001,47,0.11,0.81,0.09,0.505
6,森远股份,300210,67,0.22,0.7,0.07,0.526
