,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,歌尔股份,2241,63,0.25,0.68,0.06,0.578
1,中国重工,601989,78,0.1,0.79,0.1,0.494
2,星徽精密,300464,53,0.19,0.74,0.08,0.522
3,东阳光,600673,52,0.13,0.75,0.12,0.492
4,歌力思,603808,82,0.16,0.76,0.09,0.513
5,京运通,601908,85,0.07,0.81,0.12,0.493
6,万泰生物,603392,62,0.18,0.77,0.05,0.533
