,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,乐歌股份,300729,57,0.32,0.58,0.11,0.564
1,亚士创能,603378,59,0.07,0.81,0.12,0.479
2,易华录,300212,74,0.24,0.65,0.11,0.552
3,凯撒文化,2425,76,0.17,0.71,0.12,0.517
4,太极实业,600667,70,0.21,0.69,0.1,0.534
5,博天环境,603603,92,0.2,0.71,0.1,0.537
6,贝达药业,300558,80,0.2,0.72,0.07,0.54
