,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,国联股份,603613,36,0.28,0.56,0.17,0.538
1,雪人股份,2639,60,0.1,0.73,0.17,0.486
2,上海九百,600838,49,0.08,0.76,0.16,0.47
3,上机数控,603185,96,0.08,0.77,0.15,0.48
4,金城医药,300233,65,0.18,0.69,0.12,0.528
5,东方电子,682,65,0.11,0.82,0.08,0.504
6,聚灿光电,300708,86,0.24,0.66,0.09,0.55
