,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,信邦制药,2390,49,0.18,0.69,0.12,0.51
1,中天科技,600522,53,0.23,0.66,0.11,0.523
2,双星新材,2585,44,0.14,0.8,0.07,0.532
3,塔牌集团,2233,52,0.1,0.79,0.12,0.486
4,上海医药,601607,57,0.14,0.72,0.14,0.5
5,捷成股份,300182,40,0.07,0.75,0.17,0.454
6,清新环境,2573,72,0.17,0.72,0.11,0.518
