,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,山鹰纸业,600567,70,0.1,0.79,0.11,0.496
1,梦网集团,2123,49,0.12,0.67,0.2,0.491
2,睿创微纳,688002,79,0.27,0.66,0.08,0.558
3,比音勒芬,2832,85,0.11,0.85,0.05,0.517
4,闻泰科技,600745,68,0.22,0.63,0.15,0.527
5,大商股份,600694,61,0.18,0.67,0.15,0.511
6,长园集团,600525,51,0.2,0.69,0.12,0.52
