,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,星云股份,300648,58,0.17,0.76,0.07,0.504
1,安奈儿,2875,62,0.27,0.69,0.03,0.592
2,海南橡胶,601118,62,0.16,0.74,0.1,0.514
3,圆通速递,600233,97,0.09,0.74,0.16,0.484
4,海南海药,566,68,0.21,0.74,0.06,0.537
5,三泰控股,2312,90,0.16,0.73,0.11,0.512
6,科融环境,300152,42,0.1,0.79,0.12,0.489
