,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,明德生物,2932,53,0.13,0.81,0.06,0.523
1,韵达股份,2120,55,0.18,0.64,0.18,0.502
2,昊志机电,300503,81,0.2,0.77,0.04,0.552
3,中钨高新,657,72,0.22,0.71,0.07,0.538
4,宏川智慧,2930,86,0.21,0.74,0.05,0.552
5,科思股份,300856,70,0.17,0.8,0.03,0.533
6,爱乐达,300696,51,0.27,0.71,0.02,0.575
