,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,宁水集团,603700,45,0.16,0.6,0.24,0.485
1,大禹节水,300021,47,0.09,0.89,0.02,0.52
2,多喜爱,2761,43,0.23,0.67,0.09,0.545
3,芯海科技,688595,58,0.12,0.84,0.03,0.509
4,太阳能,591,47,0.21,0.72,0.06,0.539
5,超图软件,300036,42,0.24,0.64,0.12,0.523
6,浦东建设,600284,29,0.07,0.86,0.07,0.485
