,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,三诺生物,300298,29,0.28,0.62,0.1,0.533
1,祥生医疗,688358,29,0.24,0.76,0.0,0.589
2,勤上股份,2638,51,0.18,0.78,0.04,0.538
3,双环传动,2472,87,0.18,0.66,0.16,0.507
4,同和药业,300636,39,0.21,0.77,0.03,0.563
5,甘咨询,779,82,0.18,0.71,0.11,0.518
6,科森科技,603626,41,0.2,0.73,0.07,0.559
