,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,北汽蓝谷,600733,76,0.13,0.78,0.09,0.503
1,南山铝业,600219,95,0.21,0.65,0.14,0.522
2,星网宇达,2829,33,0.09,0.67,0.24,0.455
3,三特索道,2159,43,0.16,0.7,0.14,0.515
4,旭升股份,603305,69,0.23,0.7,0.07,0.55
5,华峰测控,688200,59,0.27,0.68,0.05,0.565
6,新华医疗,600587,92,0.21,0.78,0.01,0.572
