,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,星网宇达,2829,83,0.17,0.73,0.1,0.526
1,龙蟒佰利,2601,50,0.24,0.68,0.08,0.533
2,圣湘生物,688289,32,0.28,0.66,0.06,0.552
3,三安光电,600703,76,0.26,0.54,0.2,0.524
4,三全食品,2216,82,0.13,0.8,0.06,0.525
5,科力远,600478,93,0.12,0.8,0.09,0.511
6,格林美,2340,86,0.22,0.65,0.13,0.545
