,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,孚能科技,688567,63,0.16,0.73,0.11,0.517
1,飞天诚信,300386,71,0.18,0.63,0.18,0.498
2,深高速,600548,73,0.1,0.77,0.14,0.484
3,神思电子,300479,83,0.19,0.66,0.14,0.52
4,浙江交科,2061,51,0.08,0.78,0.14,0.479
5,深南电A,37,80,0.23,0.74,0.04,0.565
6,金诚信,603979,62,0.1,0.77,0.13,0.495
