,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,卓胜微,300782,40,0.23,0.68,0.1,0.523
1,赛升药业,300485,20,0.25,0.65,0.1,0.547
2,圣达生物,603079,22,0.14,0.73,0.14,0.504
3,隧道股份,600820,55,0.16,0.69,0.15,0.523
4,晶方科技,603005,68,0.21,0.66,0.13,0.536
5,特一药业,2728,40,0.23,0.68,0.1,0.523
6,华邦健康,2004,34,0.24,0.68,0.09,0.536
