,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,中集集团,39,28,0.18,0.71,0.11,0.503
1,福田汽车,600166,43,0.16,0.63,0.21,0.462
2,南玻A,12,65,0.17,0.69,0.14,0.484
3,天际股份,2759,108,0.19,0.67,0.14,0.512
4,嘉友国际,603871,115,0.07,0.86,0.07,0.479
5,富祥药业,300497,50,0.2,0.76,0.04,0.549
