,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,华统股份,2840,67,0.22,0.69,0.09,0.545
1,华正新材,603186,53,0.21,0.74,0.06,0.55
2,中鼎股份,887,25,0.12,0.76,0.12,0.5
3,红相股份,300427,84,0.25,0.67,0.08,0.561
4,交控科技,688015,40,0.12,0.8,0.07,0.52
5,德赛西威,2920,48,0.25,0.73,0.02,0.59
6,秦安股份,603758,81,0.16,0.7,0.14,0.52
