,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,春秋电子,603890,54,0.33,0.61,0.06,0.581
1,津滨发展,897,99,0.23,0.6,0.17,0.545
2,金山办公,688111,80,0.25,0.71,0.04,0.547
3,迪安诊断,300244,58,0.16,0.79,0.05,0.532
4,天邦股份,2124,57,0.19,0.75,0.05,0.536
5,三花智控,2050,56,0.12,0.68,0.2,0.482
6,漫步者,2351,34,0.18,0.74,0.09,0.527
