,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,川环科技,300547,37,0.35,0.51,0.14,0.594
1,顺网科技,300113,23,0.26,0.7,0.04,0.562
2,国恩股份,2768,54,0.19,0.65,0.17,0.498
3,新文化,300336,73,0.27,0.66,0.07,0.569
4,易华录,300212,47,0.21,0.68,0.11,0.56
5,盈峰环境,967,62,0.16,0.76,0.08,0.534
6,巨星科技,2444,88,0.16,0.73,0.11,0.533
