,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,歌尔股份,2241,37,0.24,0.68,0.08,0.543
1,中孚信息,300659,53,0.17,0.72,0.11,0.515
2,天士力,600535,74,0.19,0.78,0.03,0.548
3,鸿合科技,2955,88,0.16,0.73,0.11,0.497
4,三安光电,600703,87,0.3,0.59,0.11,0.549
5,览海医疗,600896,61,0.13,0.82,0.05,0.518
6,金隅集团,601992,72,0.17,0.76,0.07,0.526
