,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,欧亚集团,600697,59,0.15,0.68,0.17,0.497
1,国新能源,600617,24,0.29,0.5,0.21,0.51
2,宁夏建材,600449,36,0.14,0.78,0.08,0.517
3,节能风电,601016,23,0.22,0.74,0.04,0.558
4,英飞拓,2528,52,0.15,0.69,0.15,0.493
5,万丰奥威,2085,73,0.18,0.74,0.08,0.541
6,森霸传感,300701,75,0.16,0.75,0.09,0.535
