,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,招商轮船,601872,78,0.31,0.59,0.1,0.573
1,天音控股,829,55,0.16,0.75,0.09,0.525
2,金利华电,300069,50,0.14,0.82,0.04,0.525
3,精准信息,300099,64,0.11,0.83,0.06,0.518
4,中鼎股份,887,61,0.07,0.79,0.15,0.499
5,天赐材料,2709,64,0.12,0.8,0.08,0.517
6,晶科科技,601778,76,0.26,0.62,0.12,0.548
