,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,博通集成,603068,116,0.22,0.69,0.09,0.541
1,华北制药,600812,78,0.13,0.73,0.14,0.49
2,芯能科技,603105,52,0.27,0.63,0.1,0.547
3,拓尔思,300229,66,0.24,0.73,0.03,0.567
4,瑞玛工业,2976,95,0.08,0.78,0.14,0.498
5,正邦科技,2157,61,0.25,0.7,0.05,0.545
6,江苏吴中,600200,84,0.2,0.68,0.12,0.54
