,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,科沃斯,603486,81,0.27,0.57,0.16,0.536
1,长城影视,2071,94,0.14,0.74,0.12,0.502
2,蓝帆医疗,2382,38,0.11,0.87,0.03,0.503
3,浙商证券,601878,40,0.25,0.65,0.1,0.542
4,龙建股份,600853,32,0.22,0.75,0.03,0.558
5,新界泵业,2532,43,0.23,0.7,0.07,0.529
6,金城医药,300233,70,0.13,0.69,0.19,0.495
