,股票名称,股票代码,总分词数量,正面占比,中立占比,负面占比,平均分
0,第一创业,2797,23,0.13,0.74,0.13,0.493
1,天瑞仪器,300165,52,0.08,0.69,0.23,0.447
2,京能电力,600578,51,0.16,0.76,0.08,0.513
3,国信证券,2736,28,0.18,0.71,0.11,0.496
4,中材国际,600970,61,0.16,0.64,0.2,0.476
5,复星医药,600196,31,0.16,0.68,0.16,0.492
6,威海广泰,2111,90,0.13,0.76,0.11,0.519
