,code,2017_2,2017_3,2018_1,2018_2,2018_3,2019_1,2019_2,2017_2_roe,2017_3_roe,2018_1_roe,2018_2_roe,2018_3_roe,2019_1_roe,2019_2_roe,2019_3_roe,2019_3_start,2019_3_true_end
0,600000.0,1.0070093457943927,0.9796172397697216,0.961340206185567,0.9924198250728862,1.0227739406384169,1.0006909656244602,1.018784334573808,3.4699999999999998,2.76,3.34,3.1400000000000006,3.0,3.36,3.15,2.439999999999999,12.664000000000001,12.788
1,600004.0,0.9902294596595116,1.057726999398677,1.0063424947145876,0.9492231299054942,0.9022690727175272,1.0278010617490918,1.0555202373384192,1.88,2.58,2.8,1.6800000000000006,1.3599999999999994,1.41,1.2500000000000002,0.9499999999999995,18.962,18.282
2,600009.0,1.0301857585139318,1.0702619261029778,1.062619563831144,0.9674132219501658,0.9374427131072409,1.01596877217885,0.9884030240806422,3.9000000000000004,3.83,3.89,3.8699999999999997,3.800000000000001,4.69,4.3999999999999995,3.8000000000000016,75.814,78.21600000000001
3,600010.0,1.0244252873563218,0.9878141660319878,0.9780743565300288,0.9754521963824292,1.0298701298701298,0.9698996655518392,1.0173333333333334,0.81,1.66,1.27,1.5299999999999998,1.6400000000000006,0.91,1.02,0.2799999999999999,1.412,1.344
4,600011.0,0.9824414715719064,0.983065693430657,1.0316786414108423,0.9972398564725364,1.0254346426271732,1.0018192844147966,1.0000000000000002,0.2499999999999999,2.62,1.58,1.21,-0.33000000000000007,3.08,1.3499999999999996,1.5300000000000002,5.741999999999999,5.752000000000002
5,600015.0,0.9860764754779718,0.9688964635705156,0.9791523482245134,0.9958180867746992,1.0020035061357375,0.9833491912464322,1.019003029468466,3.3000000000000003,2.53,2.64,3.0500000000000003,2.3299999999999987,2.15,1.9499999999999997,1.7300000000000004,7.572,7.675999999999998
6,600016.0,0.9912093133760992,1.0152897657213318,0.9979381443298968,1.00737512571237,1.0105028644175682,0.9940754599314,1.0295837633298932,3.7399999999999998,3.1399999999999992,3.88,3.5700000000000003,2.919999999999999,3.61,3.0100000000000002,2.64,6.166,6.234
7,600018.0,1.0102135561745589,1.0535575679172058,0.9856363114047688,0.947832217130772,1.02710843373494,0.964557564224548,1.0234079173838209,3.7399999999999993,2.1100000000000003,2.3,2.62,2.37,2.41,3.2199999999999998,2.7700000000000005,5.837999999999999,5.906000000000001
8,600019.0,1.0133982947624849,1.0140478668054111,0.9813043478260872,0.9448310139165012,1.0021175224986765,0.9784424683373756,1.0214577656675747,1.6100000000000003,3.3599999999999994,2.96,3.1100000000000003,3.1400000000000006,1.52,2.08,1.48,5.8519999999999985,5.68
9,600023.0,0.9967260822117132,1.000373552484124,0.9976617303195634,1.0283215326947106,0.9817503110742429,0.9863070539419088,1.0004965243296924,2.5299999999999994,2.2300000000000004,0.93,3.0,2.15,1.68,2.3500000000000005,1.7199999999999995,3.9,3.8960000000000004
10,600027.0,0.9814013840830448,0.9756880733944956,1.0325960419091966,0.9580272822665268,1.0636411058946271,0.9679926840420666,0.9964176049129988,-0.53,-0.05999999999999993,1.61,0.7,0.8499999999999999,1.46,1.5,1.33,3.584,3.654
